Variant,Room_ID,DATE,room_tournaments,Room_Net_Profit,Room_Gross_Revenue,Room_Total_Time,Player_Count,Avg_Score_In_Room,Max_Score_In_Room,Total_Coins_Spent_In_Room,Total_Coins_Claimed_In_Room,Avg_Player_Duration
B_Test_Group,645,2024-05-12,t12,350,160,1453.137,8,119.625,184,160,210,181.642125
A_Control_Group,569,2024-05-11,t15,264,160,1396.183,8,145.75,184,160,336,174.522875
A_Control_Group,589,2024-05-11,t14,432,160,562.481,4,155.25,205,160,168,140.62025
A_Control_Group,595,2024-05-11,t18,432,160,452.067,4,152.75,198,160,168,113.01675
A_Control_Group,601,2024-05-11,t10,432,160,817.451,4,170.25,245,160,168,204.36275
B_Test_Group,603,2024-05-11,t20,228,160,1453.587,8,141.125,187,160,392,181.698375
B_Test_Group,517,2024-05-10,t8,432,160,728.835,4,142.75,266,160,168,182.20874999999998
A_Control_Group,398,2024-05-08,t11,432,160,603.375,4,116.5,179,160,168,150.84375
B_Test_Group,439,2024-05-08,t19,432,160,786.656,4,101.75,129,160,168,196.664
B_Test_Group,360,2024-05-07,t20,432,160,639.982,4,120,185,160,168,159.9955
A_Control_Group,278,2024-05-06,t14,448,160,474.906,4,86,169,160,112,118.7265
A_Control_Group,315,2024-05-06,t6,228,160,1375.115,8,124.50000000000001,188,160,392,171.88937499999997
B_Test_Group,326,2024-05-06,t5,476,160,644.715,4,170,210,160,84,161.17874999999998
A_Control_Group,187,2024-05-04,t6,432,160,619.395,4,120,149,160,168,154.84875
B_Test_Group,217,2024-05-04,t9,420,160,598.096,4,141.75,165,160,140,149.524
A_Control_Group,142,2024-05-03,t14,306,160,1512.132,8,116.75,175,160,294,189.01649999999998
B_Test_Group,56,2024-05-02,t13,464,160,787.915,4,157,177,160,56,196.97875
A_Control_Group,1,2024-05-01,t4,432,160,653.862,4,138.75,191,160,168,163.4655
B_Test_Group,6734,2024-08-01,t8,-44,60,472.094,9,144.55555555555554,233,180,504,187.159
B_Test_Group,6764,2024-07-31,t8,218,180,1844.086,9,143.44444444444446,207,180,462,204.89844444444444
A_Control_Group,6785,2024-07-31,t3,375,180,1065.321,6,131.5,167,180,315,177.55349999999999
B_Test_Group,6599,2024-07-30,t13,462,180,658.493,6,136.16666666666669,178,180,168,109.74883333333334
B_Test_Group,6616,2024-07-30,t8,429,180,1141.62,6,121.83333333333334,173,180,231,190.26999999999998
B_Test_Group,6627,2024-07-30,t5,260,180,1294.477,9,152.33333333333334,235,180,420,143.83077777777777
A_Control_Group,6640,2024-07-30,t3,375,180,936.788,6,127,168,180,315,156.13133333333334
A_Control_Group,6584,2024-07-29,t4,375,180,779.532,6,167.66666666666666,218,180,315,129.922
B_Test_Group,6426,2024-07-28,t1,375,180,813.504,6,143.33333333333331,222,180,315,135.584
B_Test_Group,6429,2024-07-28,t13,218,180,1473.173,9,138.44444444444446,246,180,462,163.68588888888888
B_Test_Group,6371,2024-07-27,t8,366,180,1056.744,6,169.16666666666666,230,180,294,176.124
B_Test_Group,6387,2024-07-27,t13,408,180,1081.097,6,138.5,204,180,252,180.18283333333332
A_Control_Group,6396,2024-07-27,t2,262,180,1377.899,9,134.88888888888889,204,180,378,153.09988888888887
B_Test_Group,6410,2024-07-27,t16,375,180,1168.978,6,133.66666666666666,172,180,315,194.82966666666667
B_Test_Group,6308,2024-07-26,t13,375,180,1098.76,6,123.66666666666666,154,180,315,183.12666666666667
A_Control_Group,6316,2024-07-26,t2,196,180,1583.274,9,116.66666666666667,151,180,504,175.91933333333336
A_Control_Group,6318,2024-07-26,t11,260,180,1678.405,9,126.00000000000001,190,180,420,186.48944444444444
B_Test_Group,6319,2024-07-26,t5,310,180,1599.363,9,131.88888888888889,189,180,350,177.70700000000002
B_Test_Group,6178,2024-07-25,t20,218,180,1312.557,9,142.33333333333334,202,180,462,145.83966666666669
A_Control_Group,6182,2024-07-25,t15,274,180,1184.94,9,148.33333333333334,232,180,406,131.66
A_Control_Group,6239,2024-07-25,t4,246,180,1510.578,9,124,181,180,434,167.84199999999998
B_Test_Group,6240,2024-07-25,t19,324,180,1571.814,9,140,187,180,336,174.64600000000002
B_Test_Group,6063,2024-07-24,t17,366,180,958.205,6,175.16666666666669,217,180,294,159.70083333333335
A_Control_Group,6087,2024-07-24,t3,375,180,793.091,6,149.33333333333331,211,180,315,132.18183333333334
B_Test_Group,6116,2024-07-24,t8,310,180,1405.167,9,118.33333333333333,196,180,350,156.12966666666668
A_Control_Group,6121,2024-07-24,t2,399,180,953.044,6,144.16666666666666,181,180,231,158.84066666666666
A_Control_Group,6144,2024-07-24,t3,218,180,1367.089,9,113.88888888888889,166,180,462,151.89877777777778
A_Control_Group,5909,2024-07-23,t3,318,160,1551.591,9,120.66666666666667,184,180,322,172.39900000000003
A_Control_Group,5882,2024-07-22,t14,204,180,1633.644,9,123.77777777777777,189,180,476,181.51600000000002
B_Test_Group,5901,2024-07-22,t8,483,180,1047.906,6,128.83333333333334,186,180,147,174.651
B_Test_Group,5945,2024-07-22,t12,429,180,1088.824,6,133.5,188,180,231,181.47066666666666
A_Control_Group,5825,2024-07-21,t18,288,180,1589.762,9,135,173,180,392,176.64022222222221
A_Control_Group,5827,2024-07-21,t3,196,180,1263.408,9,135,191,180,504,140.37866666666667
B_Test_Group,5830,2024-07-21,t13,387,180,921.5,6,107.16666666666666,159,180,273,153.58333333333331
A_Control_Group,5848,2024-07-21,t7,450,180,889.409,6,129.5,148,180,210,148.23483333333334
A_Control_Group,5878,2024-07-21,t14,375,180,1055.599,6,121,220,180,315,175.93316666666669
B_Test_Group,5710,2024-07-20,t8,218,180,1739.808,9,141.22222222222223,182,180,462,193.31199999999998
B_Test_Group,5739,2024-07-20,t12,375,180,888.931,6,148.5,242,180,315,148.15516666666667
A_Control_Group,5746,2024-07-20,t4,268,180,1603.828,9,135.44444444444446,207,180,392,178.20311111111113
B_Test_Group,5772,2024-07-20,t17,462,180,937.441,6,117,187,180,168,156.24016666666665
A_Control_Group,5618,2024-07-19,t4,262,180,1181.463,9,152.44444444444446,207,180,378,131.27366666666666
B_Test_Group,5628,2024-07-19,t19,204,180,1328.347,9,127.66666666666667,193,180,476,147.59411111111112
A_Control_Group,5650,2024-07-19,t18,429,180,817.915,6,133.5,154,180,231,136.31916666666666
B_Test_Group,5663,2024-07-19,t5,198,180,1416.944,9,145.11111111111111,185,180,462,157.43822222222221
B_Test_Group,5664,2024-07-19,t16,375,180,742.273,6,120.66666666666667,169,180,315,123.71216666666666
B_Test_Group,5671,2024-07-19,t19,196,180,1660.606,9,136.11111111111111,202,180,504,184.51177777777778
B_Test_Group,5673,2024-07-19,t8,282,180,1728.41,9,130.44444444444446,180,180,378,192.04555555555555
B_Test_Group,5527,2024-07-18,t16,366,180,930.857,6,172.83333333333334,272,180,294,155.14283333333333
B_Test_Group,5541,2024-07-18,t20,204,180,1359.305,9,120.77777777777777,164,180,476,151.03388888888887
B_Test_Group,5553,2024-07-18,t17,399,180,906.489,6,186,222,180,231,151.0815
A_Control_Group,5593,2024-07-18,t11,226,180,979.706,9,142.33333333333334,184,180,434,108.85622222222223
B_Test_Group,5594,2024-07-18,t20,196,180,1117.057,9,110.11111111111111,184,180,504,124.11744444444444
B_Test_Group,5362,2024-07-17,t20,201,60,468.344,6,161,222,180,189,155.059
B_Test_Group,5441,2024-07-17,t5,218,180,1544.639,9,146.55555555555554,212,180,462,171.62655555555557
B_Test_Group,5496,2024-07-17,t13,450,180,784.788,6,111.5,145,180,210,130.798
A_Control_Group,5409,2024-07-16,t6,232,180,1292.459,9,121,194,180,448,143.60655555555556
B_Test_Group,5418,2024-07-16,t12,429,180,741.453,6,129.16666666666666,173,180,231,123.57549999999999
A_Control_Group,5260,2024-07-15,t4,196,180,1436.076,9,132.55555555555554,196,180,504,159.564
B_Test_Group,5306,2024-07-15,t16,196,180,1490.483,9,116.88888888888887,191,180,504,165.6092222222222
A_Control_Group,5308,2024-07-15,t7,196,180,1479.896,9,112.00000000000001,188,180,504,164.4328888888889
A_Control_Group,5324,2024-07-15,t10,408,180,1058.196,6,131,158,180,252,176.36599999999999
A_Control_Group,5193,2024-07-14,t4,375,180,945.68,6,109,169,180,315,157.61333333333332
A_Control_Group,5239,2024-07-14,t4,366,180,1095.176,6,139.83333333333334,180,180,294,182.52933333333334
A_Control_Group,5096,2024-07-13,t4,190,180,1346.188,9,149.33333333333334,246,180,490,149.57644444444446
A_Control_Group,5106,2024-07-13,t14,290,180,1249.383,9,123.77777777777777,161,180,350,138.82033333333334
A_Control_Group,5109,2024-07-13,t11,375,180,736.608,6,107.33333333333333,166,180,315,122.76799999999999
B_Test_Group,5133,2024-07-13,t20,408,180,1085.069,6,142.83333333333334,204,180,252,180.84483333333333
A_Control_Group,5137,2024-07-13,t18,196,180,1574.065,9,107.77777777777777,168,180,504,174.89611111111114
A_Control_Group,5153,2024-07-13,t11,375,180,1045.451,6,131,192,180,315,174.24183333333332
A_Control_Group,4938,2024-07-12,t10,-45,,0,2,153.83333333333334,199,180,252,197.40599999999998
A_Control_Group,4972,2024-07-12,t2,-45,,0,2,163.33333333333334,230,180,210,142.61516666666665
A_Control_Group,5005,2024-07-12,t7,218,180,1555.099,9,133.88888888888889,167,180,462,172.7887777777778
A_Control_Group,5010,2024-07-12,t18,232,180,1475.557,9,127.44444444444444,167,180,448,163.95077777777777
B_Test_Group,5046,2024-07-12,t1,234,180,1381.294,9,136.88888888888889,202,180,406,153.47711111111107
A_Control_Group,4938,2024-07-11,t10,453,180,1184.436,6,153.83333333333334,199,180,252,197.40599999999998
A_Control_Group,4956,2024-07-11,t7,282,180,1403.556,9,137,241,180,378,155.95066666666665
A_Control_Group,4963,2024-07-11,t15,254,180,1689.051,9,129.55555555555554,157,180,406,187.67233333333331
A_Control_Group,4972,2024-07-11,t2,465,180,855.691,6,163.33333333333334,230,180,210,142.61516666666665
B_Test_Group,4984,2024-07-11,t1,375,180,790.183,6,118.33333333333334,205,180,315,131.69716666666667
B_Test_Group,4835,2024-07-10,t20,196,180,1511.15,9,165.22222222222223,219,180,504,167.90555555555557
A_Control_Group,4842,2024-07-10,t15,375,180,807.985,6,128.16666666666669,163,180,315,134.66416666666666
A_Control_Group,4868,2024-07-10,t6,387,180,1317.928,6,150.83333333333331,198,180,273,219.65466666666663
A_Control_Group,4904,2024-07-10,t14,198,180,1583.893,9,136.55555555555554,175,180,462,175.98811111111112
A_Control_Group,4761,2024-07-09,t14,296,180,1697.208,9,129.22222222222226,219,180,364,188.57866666666666
B_Test_Group,4810,2024-07-09,t17,375,180,785.89,6,117.5,183,180,315,130.98166666666665
B_Test_Group,4817,2024-07-09,t19,324,180,1399.398,9,119.77777777777777,188,180,336,155.48866666666666
A_Control_Group,4689,2024-07-08,t3,420,180,997.259,6,132.83333333333334,198,180,210,166.20983333333334
A_Control_Group,4735,2024-07-08,t15,387,180,1274.125,6,164.5,211,180,273,212.35416666666666
A_Control_Group,4497,2024-07-07,t11,165,60,693.159,6,124.66666666666667,149,180,315,150.0275
B_Test_Group,4587,2024-07-07,t19,366,180,1151.162,6,166.66666666666666,217,180,294,191.86033333333336
A_Control_Group,4504,2024-07-06,t7,387,180,1014.733,6,142.33333333333334,208,180,273,169.12216666666669
B_Test_Group,4571,2024-07-06,t12,450,180,947.171,6,121.16666666666666,194,180,210,157.86183333333335
A_Control_Group,4419,2024-07-05,t3,429,180,1115.655,6,124.66666666666667,179,180,231,185.94250000000002
A_Control_Group,4422,2024-07-05,t6,260,180,1285.223,9,144.22222222222223,194,180,420,142.80255555555553
B_Test_Group,4425,2024-07-05,t8,204,180,1671.899,9,154.22222222222223,191,180,476,185.76655555555553
B_Test_Group,4454,2024-07-05,t1,268,180,1315.545,9,111.66666666666667,164,180,392,146.17166666666668
A_Control_Group,4335,2024-07-04,t10,190,180,1395.994,9,100.88888888888889,194,180,490,155.11044444444445
B_Test_Group,4361,2024-07-04,t13,450,180,969.44,6,145.33333333333334,205,180,210,161.57333333333332
B_Test_Group,4367,2024-07-04,t19,424,180,1544.164,9,161.77777777777777,256,180,196,171.57377777777776
A_Control_Group,4377,2024-07-04,t18,429,180,1038.29,6,128.16666666666666,170,180,231,173.04833333333335
B_Test_Group,4314,2024-07-03,t1,429,180,1070.057,6,151,201,180,231,178.34283333333332
A_Control_Group,4319,2024-07-03,t18,429,180,815.041,6,114.5,166,180,231,135.84016666666668
B_Test_Group,4176,2024-07-02,t19,268,180,1390.078,9,139.66666666666666,189,180,392,154.45311111111113
A_Control_Group,4177,2024-07-02,t3,332,180,1609.624,9,136.44444444444446,185,180,308,178.8471111111111
B_Test_Group,4183,2024-07-02,t13,366,180,1116.44,6,126.83333333333333,190,180,294,186.07333333333332
B_Test_Group,4191,2024-07-02,t16,408,180,1101.788,6,127.33333333333333,187,180,252,183.63133333333332
B_Test_Group,4088,2024-07-01,t9,310,180,1610.64,9,136.88888888888889,174,180,350,178.96
A_Control_Group,4094,2024-07-01,t10,240,180,1392.705,9,169.44444444444446,264,180,420,154.745
A_Control_Group,4105,2024-07-01,t15,387,180,869.99,6,150.83333333333334,223,180,273,144.99833333333333
A_Control_Group,4009,2024-06-30,t14,375,180,1015.56,6,131.16666666666666,187,180,315,169.26
B_Test_Group,4040,2024-06-30,t9,378,180,1109.993,6,159,181,180,252,184.99883333333332
B_Test_Group,4043,2024-06-30,t13,196,180,1505.883,9,151,197,180,504,167.32033333333334
A_Control_Group,4053,2024-06-30,t10,375,180,813.316,6,140.66666666666666,187,180,315,135.55266666666668
A_Control_Group,4064,2024-06-30,t18,366,180,1550.034,9,127.55555555555557,193,180,294,172.22600000000003
A_Control_Group,4075,2024-06-30,t2,375,180,873.234,6,151.83333333333334,221,180,315,145.539
B_Test_Group,3848,2024-06-29,t17,32,80,795.202,9,113.44444444444444,188,180,448,177.27366666666666
A_Control_Group,3926,2024-06-29,t7,260,180,1433.962,9,111.44444444444444,140,180,420,159.3291111111111
A_Control_Group,3932,2024-06-29,t11,276,180,1741.43,9,139.22222222222223,227,180,364,193.49222222222221
A_Control_Group,3944,2024-06-29,t2,288,180,1784.678,9,139.88888888888889,190,180,392,198.29755555555556
B_Test_Group,3864,2024-06-28,t9,232,180,1383.992,9,132.2222222222222,182,180,448,153.77688888888889
A_Control_Group,3869,2024-06-28,t2,254,180,1425.808,9,149.33333333333334,234,180,406,158.4231111111111
B_Test_Group,3874,2024-06-28,t17,375,180,998.08,6,172.83333333333334,224,180,315,166.34666666666666
A_Control_Group,3898,2024-06-28,t15,196,180,1331.909,9,146.11111111111111,220,180,504,147.98988888888886
B_Test_Group,3762,2024-06-27,t9,196,180,1608.791,9,112.22222222222223,174,180,504,178.75455555555556
A_Control_Group,3790,2024-06-27,t6,196,180,1218.372,9,150,224,180,504,135.37466666666666
B_Test_Group,3796,2024-06-27,t19,429,180,1156.182,6,143.5,215,180,231,192.697
B_Test_Group,3631,2024-06-26,t8,256,160,1285.48,9,145.66666666666666,194,180,364,154.18377777777778
B_Test_Group,3735,2024-06-26,t13,375,180,990.163,6,155.83333333333331,192,180,315,165.02716666666666
B_Test_Group,3747,2024-06-26,t16,366,180,1069.176,6,104.5,162,180,294,178.196
B_Test_Group,3616,2024-06-25,t13,504,180,1014.603,6,150.66666666666669,211,180,126,169.10049999999998
B_Test_Group,3621,2024-06-25,t8,346,180,1951.545,9,126.99999999999999,215,180,294,216.83833333333331
A_Control_Group,3632,2024-06-25,t6,375,180,1175.277,6,144.66666666666666,200,180,315,195.87949999999998
A_Control_Group,3636,2024-06-25,t3,375,180,1117.336,6,151.5,194,180,315,186.22266666666667
A_Control_Group,3528,2024-06-24,t2,240,180,1656.261,9,142,180,180,420,184.02900000000002
A_Control_Group,3530,2024-06-24,t11,375,180,786.636,6,141.83333333333334,231,180,315,131.106
A_Control_Group,3556,2024-06-24,t15,246,180,1313.851,9,133.11111111111114,207,180,434,145.98344444444444
A_Control_Group,3449,2024-06-23,t14,204,180,1277.71,9,127.33333333333331,254,180,476,141.96777777777777
B_Test_Group,3469,2024-06-23,t16,196,180,1806.647,9,124,182,180,504,200.73855555555556
A_Control_Group,3473,2024-06-23,t18,504,180,921.987,6,116.16666666666667,152,180,126,153.6645
B_Test_Group,3521,2024-06-23,t13,375,180,796.051,6,132.16666666666666,185,180,315,132.67516666666668
A_Control_Group,3403,2024-06-22,t7,450,180,874.576,6,95.833333333333329,142,180,210,145.76266666666669
A_Control_Group,3424,2024-06-22,t2,268,180,1560.038,9,143.77777777777774,232,180,392,173.33755555555553
A_Control_Group,3300,2024-06-21,t7,366,180,1049.763,6,112.33333333333333,140,180,294,174.96050000000002
A_Control_Group,3304,2024-06-21,t18,332,180,1246.6,9,145.77777777777777,263,180,308,138.51111111111112
B_Test_Group,3343,2024-06-21,t17,196,180,1365.308,9,130.11111111111111,163,180,504,151.70088888888887
A_Control_Group,3250,2024-06-20,t6,196,180,1700.895,9,123.44444444444444,154,180,504,188.98833333333334
B_Test_Group,3264,2024-06-20,t20,429,180,840.052,6,111.66666666666666,172,180,231,140.00866666666667
B_Test_Group,3265,2024-06-20,t1,483,180,1102.878,6,139.83333333333331,159,180,147,183.81300000000002
A_Control_Group,3280,2024-06-20,t6,260,180,1362.936,9,120.33333333333333,182,180,420,151.43733333333336
A_Control_Group,3206,2024-06-19,t18,366,180,917.255,6,154.33333333333334,229,180,294,152.87583333333333
B_Test_Group,3066,2024-06-18,t5,408,180,1122.478,6,116.16666666666666,179,180,252,187.0796666666667
A_Control_Group,3084,2024-06-18,t3,318,180,1401.113,9,126.44444444444443,179,180,322,155.67922222222222
A_Control_Group,3087,2024-06-18,t11,246,180,1409.665,9,127.33333333333333,207,180,434,156.62944444444443
A_Control_Group,3096,2024-06-18,t14,232,180,1235.593,9,122.44444444444446,191,180,448,137.28811111111111
A_Control_Group,3115,2024-06-18,t14,408,180,788.167,6,149.33333333333334,196,180,252,131.36116666666666
A_Control_Group,3021,2024-06-17,t15,288,180,1233.093,9,108.22222222222223,169,180,392,137.01033333333334
A_Control_Group,3032,2024-06-17,t3,196,180,1135.765,9,149.44444444444443,241,180,504,126.19611111111111
B_Test_Group,3048,2024-06-17,t9,310,180,1395.798,9,100.11111111111111,144,180,350,155.08866666666665
A_Control_Group,3051,2024-06-17,t11,375,180,1033.402,6,149.83333333333334,209,180,315,172.23366666666666
B_Test_Group,3054,2024-06-17,t5,310,180,1663.063,9,116.88888888888889,171,180,350,184.78477777777778
A_Control_Group,2849,2024-06-16,t7,210,60,374.255,6,138.83333333333331,183,180,210,146.73133333333334
B_Test_Group,2919,2024-06-16,t20,387,180,1084.631,6,123.16666666666666,193,180,273,180.77183333333335
B_Test_Group,2954,2024-06-16,t16,218,180,1482.45,9,153.22222222222223,200,180,462,164.7166666666667
B_Test_Group,2977,2024-06-16,t12,375,180,833.752,6,154,212,180,315,138.95866666666666
A_Control_Group,2879,2024-06-15,t15,288,180,1436.883,9,145.77777777777774,173,180,392,159.65366666666665
A_Control_Group,2889,2024-06-15,t18,450,180,1059.247,6,132,204,180,210,176.54116666666667
B_Test_Group,2899,2024-06-15,t16,366,180,977.638,6,117.33333333333334,158,180,294,162.93966666666665
A_Control_Group,2767,2024-06-14,t6,375,180,1019.773,6,138.66666666666669,182,180,315,169.96216666666666
A_Control_Group,2774,2024-06-14,t4,232,180,1639.75,9,134.88888888888889,185,180,448,182.19444444444446
A_Control_Group,2780,2024-06-14,t10,196,180,1445.053,9,112.11111111111111,159,180,504,160.56144444444445
B_Test_Group,2795,2024-06-14,t19,366,180,1014.344,6,130,140,180,294,169.05733333333333
A_Control_Group,2832,2024-06-14,t2,462,180,1036.957,6,109.83333333333333,150,180,168,172.82616666666667
B_Test_Group,2694,2024-06-13,t5,387,180,752.288,6,146.5,196,180,273,125.38133333333332
A_Control_Group,2700,2024-06-13,t2,375,180,1024.116,6,128.66666666666666,156,180,315,170.686
A_Control_Group,2632,2024-06-12,t2,246,180,1166.145,9,125.33333333333333,190,180,434,129.57166666666666
B_Test_Group,2646,2024-06-12,t12,296,180,1435.415,9,160.66666666666663,212,180,364,159.49055555555555
A_Control_Group,2657,2024-06-12,t4,196,180,1419.026,9,164.66666666666666,221,180,504,157.66955555555558
B_Test_Group,2685,2024-06-12,t12,387,180,1186.904,6,111,155,180,273,197.81733333333332
A_Control_Group,2571,2024-06-11,t4,429,180,868.651,6,101,162,180,231,144.77516666666668
B_Test_Group,2581,2024-06-11,t16,338,180,1561.22,9,123.66666666666667,174,180,322,173.4688888888889
B_Test_Group,2620,2024-06-11,t19,441,180,1044.908,6,122.83333333333334,211,180,189,174.15133333333333
A_Control_Group,2448,2024-06-09,t4,304,180,1518.062,9,126.88888888888887,182,180,336,168.67355555555557
B_Test_Group,2456,2024-06-09,t12,296,180,1461.003,9,166.33333333333334,223,180,364,162.33366666666663
A_Control_Group,2344,2024-06-08,t6,240,180,1515.28,9,114.77777777777777,153,180,420,168.36444444444442
B_Test_Group,2347,2024-06-08,t8,274,180,1232.509,9,156.44444444444446,235,180,406,136.94544444444443
A_Control_Group,2353,2024-06-08,t7,441,180,1282.179,6,141.16666666666666,222,180,189,213.6965
B_Test_Group,2389,2024-06-08,t17,450,180,954.864,6,144.33333333333331,167,180,210,159.144
A_Control_Group,2408,2024-06-08,t11,196,180,1562.857,9,136.66666666666666,220,180,504,173.65077777777776
A_Control_Group,2409,2024-06-08,t6,254,180,1869.403,9,151,208,180,406,207.71144444444445
B_Test_Group,2253,2024-06-06,t9,375,180,849.007,6,154.83333333333334,164,180,315,141.50116666666665
A_Control_Group,2140,2024-06-05,t11,375,180,1113.528,6,159.5,225,180,315,185.58800000000002
A_Control_Group,2165,2024-06-05,t2,441,180,1292.821,6,126.66666666666666,165,180,189,215.47016666666667
A_Control_Group,2172,2024-06-05,t11,408,180,804.17,6,151.33333333333331,192,180,252,134.02833333333331
B_Test_Group,2095,2024-06-04,t5,453,180,929.851,6,118.33333333333333,165,180,147,154.97516666666664
B_Test_Group,2098,2024-06-04,t17,483,180,948.529,6,140,211,180,147,158.08816666666667
A_Control_Group,2122,2024-06-04,t14,375,180,1002.283,6,139.16666666666669,207,180,315,167.04716666666667
B_Test_Group,1949,2024-06-03,t17,450,180,989.79,6,103.33333333333334,148,180,210,164.965
A_Control_Group,1920,2024-06-01,t15,290,180,1533.297,9,123.55555555555556,176,180,350,170.36633333333336
A_Control_Group,1860,2024-05-31,t7,282,180,1689.534,9,148.22222222222223,216,180,378,187.72600000000003
B_Test_Group,1863,2024-05-31,t20,196,180,1194.233,9,124.44444444444444,164,180,504,132.69255555555554
B_Test_Group,1712,2024-05-29,t1,375,180,769.543,6,141.66666666666666,211,180,315,128.25716666666668
B_Test_Group,1727,2024-05-29,t19,387,180,1011.065,6,134.33333333333334,216,180,273,168.51083333333332
B_Test_Group,1635,2024-05-28,t9,462,180,1010.614,6,139.33333333333334,202,180,168,168.43566666666666
B_Test_Group,1653,2024-05-28,t16,450,180,1018.652,6,134.5,184,180,210,169.77533333333332
A_Control_Group,1549,2024-05-27,t2,274,180,1967.512,9,145.33333333333334,174,180,406,218.61244444444444
B_Test_Group,1566,2024-05-27,t19,226,180,1195.602,9,125.77777777777779,178,180,434,132.84466666666665
B_Test_Group,1593,2024-05-27,t5,429,180,922.765,6,153,245,180,231,153.79416666666665
B_Test_Group,1517,2024-05-26,t20,260,180,1286.284,9,143.77777777777777,187,180,420,142.92044444444446
A_Control_Group,1438,2024-05-25,t6,288,180,1659.926,9,150.33333333333334,219,180,392,184.43622222222223
A_Control_Group,1366,2024-05-24,t14,375,180,1026.423,6,161.33333333333334,230,180,315,171.07049999999998
A_Control_Group,1400,2024-05-24,t7,190,180,1676.291,9,114.66666666666667,169,180,490,186.25455555555553
A_Control_Group,1413,2024-05-24,t10,375,180,986.407,6,99,158,180,315,164.40116666666665
B_Test_Group,1295,2024-05-23,t12,375,180,980.899,6,126.66666666666667,154,180,315,163.48316666666668
A_Control_Group,1299,2024-05-23,t3,375,180,866.292,6,154.83333333333334,221,180,315,144.382
A_Control_Group,1314,2024-05-23,t10,290,180,1595.746,9,130.44444444444446,178,180,350,177.3051111111111
B_Test_Group,1345,2024-05-23,t1,196,180,1667.124,9,132.66666666666666,163,180,504,185.23600000000002
B_Test_Group,1106,2024-05-20,t9,375,180,922.405,6,155.16666666666666,233,180,315,153.73416666666668
B_Test_Group,1116,2024-05-20,t12,375,180,902.293,6,150.33333333333334,212,180,315,150.38216666666668
A_Control_Group,1140,2024-05-20,t14,387,180,611.871,6,144.16666666666669,175,180,273,101.9785
A_Control_Group,1155,2024-05-20,t14,375,180,1053.913,6,106.83333333333334,140,180,315,175.65216666666666
B_Test_Group,1047,2024-05-19,t20,441,180,1056.718,6,132.66666666666669,221,180,189,176.11966666666666
B_Test_Group,1078,2024-05-19,t16,375,180,1054.556,6,157.5,186,180,315,175.75933333333333
B_Test_Group,1010,2024-05-18,t1,268,180,1567.692,9,151.11111111111111,221,180,392,174.188
A_Control_Group,1017,2024-05-18,t15,196,180,1505.715,9,116.88888888888889,162,180,504,167.30166666666668
A_Control_Group,981,2024-05-18,t18,366,180,880.075,6,132.16666666666666,215,180,294,146.67916666666667
A_Control_Group,922,2024-05-17,t11,375,180,1109.492,6,150.33333333333331,247,180,315,184.91533333333334
A_Control_Group,964,2024-05-17,t4,190,180,1611.772,9,143,213,180,490,179.08577777777776
A_Control_Group,865,2024-05-16,t3,196,180,1674.337,9,122.44444444444443,195,180,504,186.03744444444445
B_Test_Group,901,2024-05-16,t17,375,180,1111.3,6,132.66666666666666,171,180,315,185.21666666666664
B_Test_Group,751,2024-05-15,t8,-36,,0,1,152.22222222222223,205,180,504,174.83388888888885
A_Control_Group,817,2024-05-15,t3,274,180,1633.883,9,131.22222222222223,248,180,406,181.54255555555557
A_Control_Group,829,2024-05-15,t4,246,180,1427.38,9,113.00000000000001,169,180,434,158.59777777777776
B_Test_Group,838,2024-05-15,t16,288,180,1538.14,9,145.22222222222223,208,180,392,170.90444444444444
B_Test_Group,749,2024-05-14,t1,450,180,1048.292,6,141.5,259,180,210,174.71533333333335
A_Control_Group,750,2024-05-14,t2,375,180,1164.825,6,147.33333333333334,187,180,315,194.13750000000002
B_Test_Group,751,2024-05-14,t8,232,180,1573.505,9,152.22222222222223,205,180,504,174.83388888888885
A_Control_Group,788,2024-05-14,t15,375,180,1097.442,6,103.16666666666667,129,180,315,182.907
B_Test_Group,715,2024-05-13,t16,387,180,835.844,6,155,203,180,273,139.30733333333336
A_Control_Group,735,2024-05-13,t3,375,180,1129.205,6,135,198,180,315,188.20083333333335
B_Test_Group,620,2024-05-12,t16,-128,,0,2,122,185,180,420,143.73288888888888
A_Control_Group,573,2024-05-11,t2,246,180,1234.323,9,135.33333333333334,194,180,434,137.147
B_Test_Group,583,2024-05-11,t16,375,180,980.127,6,143.83333333333331,185,180,315,163.35449999999997
B_Test_Group,594,2024-05-11,t20,226,180,1365.991,9,130.33333333333334,159,180,434,151.77677777777777
A_Control_Group,600,2024-05-11,t11,429,180,774.974,6,144.33333333333334,192,180,231,129.16233333333332
B_Test_Group,617,2024-05-11,t13,196,180,1820.563,9,137.88888888888891,213,180,504,202.2847777777778
B_Test_Group,620,2024-05-11,t16,388,180,1293.596,9,122,185,180,420,143.73288888888888
B_Test_Group,512,2024-05-10,t16,441,180,1347.376,6,147.83333333333334,176,180,189,224.56266666666667
B_Test_Group,563,2024-05-10,t17,375,180,1200.397,6,138.33333333333331,187,180,315,200.06616666666667
A_Control_Group,471,2024-05-09,t4,366,180,988.084,6,125.16666666666667,160,180,294,164.6806666666667
A_Control_Group,440,2024-05-08,t6,375,180,705.605,6,126,199,180,315,117.60083333333333
A_Control_Group,361,2024-05-07,t18,408,180,824.223,6,151.16666666666666,233,180,252,137.3705
